text,label
mungkin celaka adalah perilaku kemudi bus po sumber kencono zigzag kendara motor putar lokasi salah median jalan tinggi tidak sesuai,UA
dasar analisis celaka jadi akibat cara kemudi zigzag kemudi bus po sumber kencono kendara motor putar tempat salah median jalan tinggi sesuai standar,UA
utama celaka duga kemudi bus po sumber kencono zigzag kendara motor salah lokasi putar median jalan tinggi sesuai,UA
hasil investigasi tunjuk celaka mungkin besar oleh perilaku kemudi bus po sumber kencono zigzag kendara motor putar lokasi tidak sesuai median jalan tinggi tidak standar,UA
celaka duga jadi kemudi bus po sumber kencono kemudi zigzag kendara motor salah lokasi putar median jalan tinggi tidak penuh standar,UA
simpul celaka sebab kemudi bus po sumber kencono zigzag kendara motor putar tempat sesuai median jalan tidak penuh standar tinggi,UA
dasar temu hadap jadi celaka simpul jadi tingkat fatalitas celaka tinggi akibat orang tumpang tinggal dunia karena guna sabuk selamat telah sedia masingmasing kursi tumpang itu tindak rem cara full service lambat laku akibat terlalu besar kurang survival space lempar tumpang cepat tinggi,UA
dasar temu tingkat fatalitas celaka tinggi akibat tumpang tinggal dunia oleh guna sabuk selamat sedia tiap kursi tumpang itu rem full service lambat laku kurang survival space signifikan tumpang lempar cepat tinggi,UA
simpul sebab utama tinggi tingkat fatalitas celaka hingga tewas tumpang tidak sabuk selamat kursi tumpang itu rem full service lambat buruk kurang survival space sebab tumpang lempar cepat tinggi,UA
temu tunjuk tinggi tingkat fatalitas celaka korban tinggal jadi tumpang guna sabuk selamat sedia kursi rem full service lambat sebab kurang survival space tumpang lempar cepat tinggi,UA
simpul temu adalah tingkat fatalitas tinggi hingga korban tinggal dunia picu tidak sabuk selamat rem full service lambat kurang survival space buat tumpang lempar cepat tinggi,UA
dasar temu celaka fatal tumpang tinggal dunia sebab oleh guna sabuk selamat sedia kursi tumpang rem full service lambat survival space kurang drastis tumpang lempar,UA
utama tingkat fatalitas celaka tinggi korban tinggal dunia tidak sabuk selamat tumpang rem full service lambat turut buruk situasi kurang survival space buat tumpang lempar cepat tinggi,UA
tinggi tingkat fatalitas celaka orang tinggal sebab oleh guna sabuk selamat kursi tumpang itu rem full service lambat besar kurang survival space akibat tumpang lempar cepat tinggi,UA
simpul temu sebut tingkat fatalitas tinggi tewas tumpang jadi sabuk selamat guna rem full service lambat laku kurang survival space buat tumpang lempar,UA
tingkat fatalitas celaka korban jiwa jadi tumpang guna sabuk selamat sedia itu rem full service lambat sebab survival space kurang tumpang lempar cepat tinggi,UA
dasar analisis tinggi tingkat fatalitas celaka akibat korban jiwa oleh guna sabuk selamat kursi tumpang rem full service lambat survival space kurang tumpang lempar,UA
tingkat fatalitas celaka tinggi tumpang tinggal dunia tidak sabuk selamat tumpang tambah rem full service lambat laku kurang survival space tumpang lempar cepat tinggi,UA
simpul temu adalah celaka tewas tumpang jadi sabuk selamat guna rem full service lambat survival space kurang drastis tumpang lempar,UA
dasar investigasi tingkat fatalitas celaka tinggi jadi sabuk selamat guna tumpang rem full service lambat buruk kurang survival space sebab tumpang lempar cepat tinggi,UA
tinggi tingkat fatalitas celaka hingga korban jiwa oleh guna sabuk selamat telah sedia kursi tumpang rem full service lambat turut kontribusi kurang survival space tumpang lempar cepat tinggi,UA
utama tingkat fatalitas tinggi celaka adalah guna sabuk selamat tumpang rem full service lambat laku survival space kurang tumpang lempar,UA
tingkat fatalitas celaka tinggi korban jiwa jadi sabuk selamat guna tumpang tambah rem full service lambat kurang survival space tumpang lempar cepat tinggi,UA
analisis tunjuk celaka fatal korban tinggal dunia oleh tumpang tidak sabuk selamat rem full service lambat buruk survival space buat tumpang lempar,UA
simpul tingkat fatalitas celaka tinggi hingga orang tinggal dunia guna sabuk selamat oleh tumpang rem full service lambat kurang survival space buat tumpang lempar,UA
simpul temu sebut celaka tingkat fatalitas tinggi akibat korban jiwa oleh sabuk selamat tidak oleh tumpang rem full service lambat sebab survival space kurang tumpang lempar,UA
tingkat fatalitas celaka tinggi korban jiwa guna sabuk selamat oleh tumpang rem full service lambat kurang survival space buat tumpang lempar,UA
dasar temu celaka tingkat fatalitas tinggi tewas tumpang jadi sabuk selamat guna tambah rem full service lambat survival space kurang drastis tumpang lempar,UA
utama celaka tingkat fatalitas tinggi hingga korban jiwa tidak sabuk selamat rem full service lambat laku survival space kurang tumpang lempar,UA
tinggi tingkat fatalitas celaka hingga tewas orang tumpang guna sabuk selamat oleh tumpang rem full service lambat survival space kurang drastis tumpang lempar,UA
simpul analisis adalah tingkat fatalitas tinggi akibat korban jiwa jadi sabuk selamat guna rem full service lambat laku survival space kurang tumpang lempar,UA
tinggi tingkat fatalitas celaka akibat korban jiwa tidak sabuk selamat sedia kursi tumpang rem full service lambat survival space kurang tumpang lempar,UA
dasar temu celaka tingkat fatalitas tinggi jadi tumpang guna sabuk selamat tambah rem full service lambat laku kurang survival space sebab tumpang lempar,UA
simpul sebab tingkat fatalitas celaka tinggi hingga tewas korban jiwa tidak sabuk selamat tumpang rem full service lambat kurang survival space buat tumpang lempar,UA
simpul analisis celaka tingkat fatalitas tinggi akibat korban jiwa jadi sabuk selamat guna tumpang rem full service lambat kurang survival space sebab tumpang lempar,UA
tinggi tingkat fatalitas celaka hingga tewas orang tumpang oleh guna sabuk selamat rem full service lambat laku survival space kurang drastis tumpang lempar,UA
simpul tingkat fatalitas celaka tinggi hingga orang tinggal dunia guna sabuk selamat oleh tumpang rem full service lambat kurang survival space buat tumpang lempar,UA
simpul mungkin probable cause jadi peristiwa celaka sumber faktor manusia kelelahanfatique akibat lalai ketidakcakapan lalu lintas jalan utama hadap situasi kritis datang cara tibatiba kondisi teknis laik jalan kendara guna ban ukur merk beda alur ban penuh syarat teknis minimal mm pada saat laku rem cara dadak kendara dapat henti cara sempurna cengkraman ban hadap muka jalan bagusburuk,PRE
simpul sebab utama celaka adalah faktor manusia alami lelah kurang mampu kemudi baik utama situasi kritis,PRE
simpul jadi arah faktor manusia lelah lalai kendara tidak mampu respons situasi darurat tepat,PRE
mungkin celaka asal lelah manusia pengaruh mampu kemudi utama hadap situasi desak cara tibatiba,PRE
peristiwa celaka duga oleh faktor manusia alami lelah hilang fokus mampu kemudi saat genting,PRE
celaka tampak sumber lelah manusia akibat salah ambil putus hadap situasi kritis,PRE
lelah kemudi jadi salah satu utama celaka tambah ketidaksiapan hadap situasi darurat cara tibatiba,PRE
simpul tunjuk faktor manusia utama lelah alas utama jadi celaka karena pengaruh tangkas kendara,PRE
mungkin besar celaka sebab kemudi lelah tidak mampu kendali kendara baik situasi kritis jadi,PRE
lelah kemudi faktor utama kontribusi celaka utama ketidakmampuan kelola situasi darurat cepat,PRE
jadi simpul faktor lelah manusia jadi salah satu picu celaka tidak dapat hindar,PRE
celaka duga asal lelah kemudi akibat salah ketidakcakapan hadap situasi kritis cara tibatiba,PRE
simpul peristiwa tunjuk faktor manusia khusus lelah jadi alas utama jadi celaka,PRE
lelah kemudi dampak lalai kendara jadi utama celaka saat situasi genting jadi,PRE
celaka kait faktor manusia lelah tidak mampu atas situasi kritis cara optimal,PRE
salah manusia akibat lelah jadi faktor dominan jadi celaka utama situasi darurat muncul cara dadak,PRE
simpul lelah kemudi jadi salah satu utama celaka karena pengaruh fokus respons kendara,PRE
lelah fisik mental kemudi duga kuat jadi utama jadi celaka,PRE
celaka mungkin besar picu lelah kemudi dampak salah lalai hadap situasi kritis,PRE
lelah manusia jadi faktor signifikan sebab celaka utama kondisi dadak butuh respons cepat,PRE
utama celaka adalah faktor lelah akibat kemudi dapat hadap situasi darurat baik,PRE
faktor manusia lelah jadi alas utama celaka karena kurang mampu hadap situasi kritis,PRE
salah kemudi sebab lelah jadi salah satu alas utama jadi celaka,PRE
lelah jadi salah satu faktor utama celaka karena hambat mampu kemudi respons situasi genting,PRE
simpul celaka jadi lelah kemudi sebab salah fatal kendara,PRE
mungkin besar lelah kemudi jadi celaka karena ganggu fokus respons situasi kritis,PRE
lelah manusia salah satu utama celaka karena pengaruh mampu kendara kondisi darurat,PRE
utama celaka tampak asal lelah kemudi akibat salah hadap situasi kritis,PRE
lelah alami kemudi duga kuat jadi utama celaka karena turun mampu kemudi baik,PRE
faktor lelah manusia jadi utama celaka karena kurang tajam kemudi hadap situasi genting,PRE
simpul faktor lelah kemudi peran besar celaka utama kondisi butuh respons cepat,PRE
hasil investigasi simpul celaka oleh kemudi alami lelah ini akibat kemudi hilang kendali dahulu kendara depan tabrak mobil truk laju arah yang lawan itu pick up sesuai untuk,UA
hasil investigasi simpul celaka jadi akibat kemudi yang lelah hilang kendali dahulu tabrak truk arah lawan,UA
hasil investigasi tunjuk celaka lelah kemudi yang sebab hilang kendali dahulu kendara depan tabrak truk,UA
simpul investigasi kemudi yang lelah jadi celaka ia hilang kendali coba,UA
investigasi simpul lelah kemudi jadi faktor utama celaka yang tabrak truk arah lawan,UA
lelah kemudi simpul bagai utama celaka hilang kendali dahulu kendara depan,UA
celaka dasar investigasi kemudi lelah hilang kendali tabrak truk yang datang arah lawan,UA
hasil lidi indikasi celaka jadi akibat kemudi yang lelah hilang kendali tabrak truk arah lawan,UA
investigasi nyata celaka oleh kemudi yang lelah hilang kendali dahulu akhir tabrak truk,UA
kemudi alami lelah hilang kendali coba kendara depan yang sebab celaka turut hasil investigasi,UA
lidi simpul lelah kemudi picu celaka utama ia hilang kendali dahulu,UA
celaka dasar hasil investigasi kemudi yang lelah hilang kendali tabrak truk,UA
investigasi tunjuk celaka oleh kemudi yang lelah akibat hilang kendali dahulu,UA
lelah kemudi sebab celaka dasar hasil investigasi ia hilang kendali dahulu kendara depan,UA
investigasi temu celaka jadi kemudi lelah hilang kendali dahulu kendara,UA
investigasi ungkap celaka jadi akibat lelah kemudi yang hilang kendali dahulu kendara depan,UA
celaka oleh kemudi yang lelah hilang kendali coba kendara turut hasil investigasi,UA
hasil lidi tahu celaka picu lelah kemudi yang hilang kendali dahulu,UA
investigasi nyata celaka jadi lelah kemudi sehingga kendali kendara hilang dahulu,UA
hasil investigasi simpul sebab celaka kemudi yang lelah hilang kendali dahulu kendara,UA
lidi temu celaka jadi akibat kemudi yang lelah gagal kendali kendara dahulu,UA
hasil investigasi ungkap kemudi yang lelah jadi celaka saat hilang kendali dahulu,UA
celaka turut hasil investigasi lelah kemudi yang hilang kendali dahulu kendara,UA
investigasi tunjuk kemudi yang lelah hilang kendali dahulu tabrak truk arah lawan,UA
hasil lidi tahu celaka jadi kemudi lelah hilang kendali dahulu,UA
kemudi yang alami lelah celaka dasar investigasi hilang kendali dahulu kendara depan,UA
hasil investigasi nyata celaka picu kemudi yang lelah hilang kendali akhir tabrak truk,UA
lidi tunjuk celaka jadi lelah kemudi yang hilang kendali dahulu,UA
hasil investigasi temu lelah kemudi jadi utama celaka ia hilang kendali dahulu,UA
kemudi hilang kendali akibat lelah turut hasil investigasi sebab tabrak truk arah lawan,UA
celaka turut lidi lelah kemudi sehingga hilang kendali dahulu kendara depan,UA
microbus keluar jalur masuk arah lawan superstructure microbus mampu tahan alami bentur tidak sabuk selamat kursi tumpang,UA
microbus keluar jalur masuk arah lawan superstructure kendara mampu tahan bentur tambah tumpang guna sabuk selamat,UA
kendara microbus keluar jalur gerak arah lawan mana struktur atas kendara gagal tahan bentur tumpang kena sabuk selamat,UA
microbus laju keluar jalur arah lawan superstructure mampu tahan bentur tumpang tidak pakai sabuk selamat,UA
kendara microbus alami keluar jalur arah lawan superstructure cukup kuat tahan bentur sabuk selamat guna tumpang,UA
microbus keluar jalur arah jalur lawan sedang struktur kendara mampu tahan bentur sabuk selamat guna tumpang,UA
keluar microbus arah lawan bentur superstructure cukup kuat tahan tumpang kena sabuk selamat,UA
